Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,content,,answer
1,1605380408609,14/11/2020 19:00:08,1605380409129,1,14/11/2020 20:00:09,28606,13,task-z5g6,,7791994,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1605380421054,14/11/2020 19:00:21,1605380421416,1,14/11/2020 20:00:21,28606,13,task-z5g6,,7791994,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,12247.865000004822,,,,,0,1,0,,,,,,taskIntroduction,,,
3,1605380444975,14/11/2020 19:00:44,1605380445249,1,14/11/2020 20:00:45,28606,13,task-z5g6,,7791994,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,1,Screen 1,advancementZone,continue_button,23815.770000001066,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
4,1605380445648,14/11/2020 19:00:45,1605380446202,1,14/11/2020 20:00:46,28606,13,task-z5g6,,7791994,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,2,Screen 2,advancementZone,continue_button,940.5400000032387,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
5,1605380452086,14/11/2020 19:00:52,1605380452366,1,14/11/2020 20:00:52,28606,13,task-z5g6,,7791994,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,3,1,1,Screen 1,buttonB,response_button_text,6111.544999999751,,,"No, they do not contain a multivariable correlation",1,0,1,0,,,,1,1,example,dataExample_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
6,1605380453557,14/11/2020 19:00:53,1605380454121,1,14/11/2020 20:00:54,28606,13,task-z5g6,,7791994,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,3,1,1,Screen 1,buttonA,response_button_text,7862.565000003087,,,"Yes, they contain a multivariable correlation",2,1,0,0,,,,1,1,example,dataExample_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
7,1605380463557,14/11/2020 19:01:03,1605380463784,1,14/11/2020 20:01:03,28606,13,task-z5g6,,7791994,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,4,2,1,Screen 1,buttonB,response_button_text,9426.40499999834,,,"No, they do not contain a multivariable correlation",1,1,0,0,,,,1,1,example,dataExample_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
8,1605380464319,14/11/2020 19:01:04,1605380464878,1,14/11/2020 20:01:04,28606,13,task-z5g6,,7791994,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,5,1,1,Screen 1,advancementZone,continue_button,900.3449999945587,,,,,0,1,0,,,,1,,start,,,
9,1605380466688,14/11/2020 19:01:06,1605380467249,1,14/11/2020 20:01:07,28606,13,task-z5g6,,7791994,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,6,1,1,Screen 1,buttonA,response_button_text,2334.144999993441,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,,trial,data4_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
10,1605380469224,14/11/2020 19:01:09,1605380469778,1,14/11/2020 20:01:09,28606,13,task-z5g6,,7791994,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,7,2,1,Screen 1,buttonA,response_button_text,2496.3750000024447,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,,trial,data2_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
11,1605380472485,14/11/2020 19:01:12,1605380473043,1,14/11/2020 20:01:13,28606,13,task-z5g6,,7791994,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,8,3,1,Screen 1,buttonA,response_button_text,3232.9850000023725,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,,trial,data3_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
12,1605380474115,14/11/2020 19:01:14,1605380474679,1,14/11/2020 20:01:14,28606,13,task-z5g6,,7791994,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,9,4,1,Screen 1,buttonA,response_button_text,1604.4400000027963,,,"Yes, they contain a multivariable correlation",1,0,1,0,,,,1,,trial,data1_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
13,1605380474272,14/11/2020 19:01:14,1605380474721,1,14/11/2020 20:01:14,28606,13,task-z5g6,,7791994,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,1,,end,,,
14,1605380476086,14/11/2020 19:01:16,1605380476654,1,14/11/2020 20:01:16,28606,13,task-z5g6,,7791994,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_endValue,1934.2099999994389,,,82,,0,1,0,,,,1,,end,,,
15,1605380476242,14/11/2020 19:01:16,1605380476656,1,14/11/2020 20:01:16,28606,13,task-z5g6,,7791994,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,continueButton,continue_button,1934.2099999994389,,,,,0,1,0,,,,1,,end,,,
16,1605380482846,14/11/2020 19:01:22,1605380483144,1,14/11/2020 20:01:23,28606,13,task-z5g6,,7791994,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,2,Screen 2,button,continue_button,6475.86500000034,,,,,0,1,0,,,,1,,end,,,
17,1605380482987,14/11/2020 19:01:22,1605380483148,1,14/11/2020 20:01:23,28606,13,task-z5g6,,7791994,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,,,END TASK,,,,,74019,,,,,0,1,0,,,,,,,,,
1,1606416164663,26/11/2020 18:42:44,1606416164531,0,26/11/2020 18:42:44,28606,13,task-z5g6,,8143847,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1606416166355,26/11/2020 18:42:46,1606416166351,0,26/11/2020 18:42:46,28606,13,task-z5g6,,8143847,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,1766.9999999999995,,,,,0,1,0,,,,,,taskIntroduction,,,
3,1606416168747,26/11/2020 18:42:48,1606416168723,0,26/11/2020 18:42:48,28606,13,task-z5g6,,8143847,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,1,Screen 1,advancementZone,continue_button,2330.000000000001,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
4,1606416169481,26/11/2020 18:42:49,1606416169476,0,26/11/2020 18:42:49,28606,13,task-z5g6,,8143847,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,2,Screen 2,advancementZone,continue_button,740,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
5,1606416172218,26/11/2020 18:42:52,1606416172214,0,26/11/2020 18:42:52,28606,13,task-z5g6,,8143847,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,3,1,1,Screen 1,buttonA,response_button_text,2671,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,1,example,dataExample_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
6,1606416173583,26/11/2020 18:42:53,1606416173574,0,26/11/2020 18:42:53,28606,13,task-z5g6,,8143847,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,4,2,1,Screen 1,buttonA,response_button_text,1140,,,"Yes, they contain a multivariable correlation",1,0,1,0,,,,1,1,example,dataExample_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
7,1606416174723,26/11/2020 18:42:54,1606416174725,0,26/11/2020 18:42:54,28606,13,task-z5g6,,8143847,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,4,2,1,Screen 1,buttonB,response_button_text,2290,,,"No, they do not contain a multivariable correlation",2,1,0,0,,,,1,1,example,dataExample_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
8,1606416176208,26/11/2020 18:42:56,1606416176217,0,26/11/2020 18:42:56,28606,13,task-z5g6,,8143847,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,5,1,1,Screen 1,advancementZone,continue_button,1314,,,,,0,1,0,,,,1,,start,,,
9,1606416178098,26/11/2020 18:42:58,1606416178093,0,26/11/2020 18:42:58,28606,13,task-z5g6,,8143847,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,6,1,1,Screen 1,buttonA,response_button_text,1843,,,"Yes, they contain a multivariable correlation",1,0,1,0,,,,1,,trial,data3_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
10,1606416178974,26/11/2020 18:42:58,1606416178984,0,26/11/2020 18:42:58,28606,13,task-z5g6,,8143847,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,7,2,1,Screen 1,buttonB,response_button_text,857.0000000000018,,,"No, they do not contain a multivariable correlation",1,1,0,0,,,,1,,trial,data2_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
11,1606416179833,26/11/2020 18:42:59,1606416179835,0,26/11/2020 18:42:59,28606,13,task-z5g6,,8143847,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,8,3,1,Screen 1,buttonB,response_button_text,814,,,"No, they do not contain a multivariable correlation",1,1,0,0,,,,1,,trial,data1_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
12,1606416180739,26/11/2020 18:43:00,1606416180735,0,26/11/2020 18:43:00,28606,13,task-z5g6,,8143847,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,9,4,1,Screen 1,buttonB,response_button_text,869,,,"No, they do not contain a multivariable correlation",1,0,1,0,,,,1,,trial,data4_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
13,1606416180817,26/11/2020 18:43:00,1606416180758,0,26/11/2020 18:43:00,28606,13,task-z5g6,,8143847,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,1,,end,,,
14,1606416182411,26/11/2020 18:43:02,1606416182407,0,26/11/2020 18:43:02,28606,13,task-z5g6,,8143847,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_endValue,1650,,,97,,0,1,0,,,,1,,end,,,
15,1606416182489,26/11/2020 18:43:02,1606416182410,0,26/11/2020 18:43:02,28606,13,task-z5g6,,8143847,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,continueButton,continue_button,1650,,,,,0,1,0,,,,1,,end,,,
16,1606416183936,26/11/2020 18:43:03,1606416183924,0,26/11/2020 18:43:03,28606,13,task-z5g6,,8143847,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,2,Screen 2,button,continue_button,1504,,,,,0,1,0,,,,1,,end,,,
17,1606416184014,26/11/2020 18:43:04,1606416183927,0,26/11/2020 18:43:03,28606,13,task-z5g6,,8143847,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,,,END TASK,,,,,19396,,,,,0,1,0,,,,,,,,,
1,1606398915993,26/11/2020 13:55:15,1606398914681,0,26/11/2020 13:55:14,28606,13,task-z5g6,,8133145,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1606398918493,26/11/2020 13:55:18,1606398917234,0,26/11/2020 13:55:17,28606,13,task-z5g6,,8133145,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,2489.3900000024587,,,,,0,1,0,,,,,,taskIntroduction,,,
3,1606398954052,26/11/2020 13:55:54,1606398952806,0,26/11/2020 13:55:52,28606,13,task-z5g6,,8133145,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,1,Screen 1,advancementZone,continue_button,35558.28499999188,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
4,1606398955036,26/11/2020 13:55:55,1606398953832,0,26/11/2020 13:55:53,28606,13,task-z5g6,,8133145,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,2,Screen 2,advancementZone,continue_button,1015.6500000011874,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
5,1606398960005,26/11/2020 13:56:00,1606398958794,0,26/11/2020 13:55:58,28606,13,task-z5g6,,8133145,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,4,1,1,Screen 1,buttonA,response_button_text,4904.340000008233,,,"Yes, they contain a multivariable correlation",1,0,1,0,,,,1,1,example,dataExample_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
6,1606398969010,26/11/2020 13:56:09,1606398967723,0,26/11/2020 13:56:07,28606,13,task-z5g6,,8133145,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,4,1,1,Screen 1,buttonB,response_button_text,13828.77500000177,,,"No, they do not contain a multivariable correlation",2,1,0,0,,,,1,1,example,dataExample_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
7,1606398971450,26/11/2020 13:56:11,1606398970127,0,26/11/2020 13:56:10,28606,13,task-z5g6,,8133145,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,3,2,1,Screen 1,buttonA,response_button_text,2194.6750000061,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,1,example,dataExample_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
8,1606398972842,26/11/2020 13:56:12,1606398971575,0,26/11/2020 13:56:11,28606,13,task-z5g6,,8133145,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,5,1,1,Screen 1,advancementZone,continue_button,1249.100000000908,,,,,0,1,0,,,,1,,start,,,
9,1606398975390,26/11/2020 13:56:15,1606398974143,0,26/11/2020 13:56:14,28606,13,task-z5g6,,8133145,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,6,1,1,Screen 1,buttonA,response_button_text,2540.4149999958463,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,,trial,data1_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
10,1606398977203,26/11/2020 13:56:17,1606398975933,0,26/11/2020 13:56:15,28606,13,task-z5g6,,8133145,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,7,2,1,Screen 1,buttonB,response_button_text,1770.4850000009174,,,"No, they do not contain a multivariable correlation",1,0,1,0,,,,1,,trial,data3_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
11,1606398984127,26/11/2020 13:56:24,1606398982877,0,26/11/2020 13:56:22,28606,13,task-z5g6,,8133145,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,8,3,1,Screen 1,buttonB,response_button_text,6922.644999998738,,,"No, they do not contain a multivariable correlation",1,1,0,0,,,,1,,trial,data2_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
12,1606398986242,26/11/2020 13:56:26,1606398984989,0,26/11/2020 13:56:24,28606,13,task-z5g6,,8133145,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,9,4,1,Screen 1,buttonB,response_button_text,2099.2950000072597,,,"No, they do not contain a multivariable correlation",1,0,1,0,,,,1,,trial,data4_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
13,1606398986507,26/11/2020 13:56:26,1606398985011,0,26/11/2020 13:56:25,28606,13,task-z5g6,,8133145,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,1,,end,,,
14,1606398988737,26/11/2020 13:56:28,1606398987491,0,26/11/2020 13:56:27,28606,13,task-z5g6,,8133145,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_endValue,2481.0299999953713,,,90,,0,1,0,,,,1,,end,,,
15,1606398988987,26/11/2020 13:56:28,1606398987492,0,26/11/2020 13:56:27,28606,13,task-z5g6,,8133145,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,continueButton,continue_button,2481.0299999953713,,,,,0,1,0,,,,1,,end,,,
16,1606398992147,26/11/2020 13:56:32,1606398990880,0,26/11/2020 13:56:30,28606,13,task-z5g6,,8133145,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,2,Screen 2,button,continue_button,3380.7400000077905,,,,,0,1,0,,,,1,,end,,,
17,1606398992413,26/11/2020 13:56:32,1606398990883,0,26/11/2020 13:56:30,28606,13,task-z5g6,,8133145,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,,,END TASK,,,,,76202,,,,,0,1,0,,,,,,,,,
1,1606388549443,26/11/2020 11:02:29,1606388550003,0,26/11/2020 11:02:30,28606,13,task-z5g6,,8128112,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1606388634792,26/11/2020 11:03:54,1606388635384,0,26/11/2020 11:03:55,28606,13,task-z5g6,,8128112,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,85316.78999999713,,,,,0,1,0,,,,,,taskIntroduction,,,
3,1606388756866,26/11/2020 11:05:56,1606388757551,0,26/11/2020 11:05:57,28606,13,task-z5g6,,8128112,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,1,Screen 1,advancementZone,continue_button,122151.92000000388,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
4,1606388758194,26/11/2020 11:05:58,1606388758789,0,26/11/2020 11:05:58,28606,13,task-z5g6,,8128112,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,2,Screen 2,advancementZone,continue_button,1230.4850000073202,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
5,1606388765801,26/11/2020 11:06:05,1606388766476,0,26/11/2020 11:06:06,28606,13,task-z5g6,,8128112,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,4,1,1,Screen 1,buttonB,response_button_text,7649.2249999864725,,,"No, they do not contain a multivariable correlation",1,1,0,0,,,,1,1,example,dataExample_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
6,1606388767832,26/11/2020 11:06:07,1606388768438,0,26/11/2020 11:06:08,28606,13,task-z5g6,,8128112,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,3,2,1,Screen 1,buttonA,response_button_text,1718.059999999241,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,1,example,dataExample_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
7,1606388770244,26/11/2020 11:06:10,1606388770863,0,26/11/2020 11:06:10,28606,13,task-z5g6,,8128112,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,5,1,1,Screen 1,advancementZone,continue_button,2206.90000000468,,,,,0,1,0,,,,1,,start,,,
8,1606388773679,26/11/2020 11:06:13,1606388774279,0,26/11/2020 11:06:14,28606,13,task-z5g6,,8128112,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,6,1,1,Screen 1,buttonA,response_button_text,3399.7999999992317,,,"Yes, they contain a multivariable correlation",1,0,1,0,,,,1,,trial,data3_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
9,1606388778259,26/11/2020 11:06:18,1606388778862,0,26/11/2020 11:06:18,28606,13,task-z5g6,,8128112,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,7,2,1,Screen 1,buttonB,response_button_text,4561.574999999721,,,"No, they do not contain a multivariable correlation",1,0,1,0,,,,1,,trial,data4_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
