Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,content,,answer
14,1605612470301,17/11/2020 11:27:50,1605612470111,0,17/11/2020 11:27:50,28606,13,task-z5g6,,7842629,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,continueButton,continue_button,2502.745000000694,,,,,0,1,0,,,,1,,end,,,
15,1605612474552,17/11/2020 11:27:54,1605612474509,0,17/11/2020 11:27:54,28606,13,task-z5g6,,7842629,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,2,Screen 2,button,continue_button,4393.465000000113,,,,,0,1,0,,,,1,,end,,,
16,1605612474615,17/11/2020 11:27:54,1605612474512,0,17/11/2020 11:27:54,28606,13,task-z5g6,,7842629,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,,,END TASK,,,,,206299,,,,,0,1,0,,,,,,,,,
1,1605543573137,16/11/2020 16:19:33,1605543573022,0,16/11/2020 16:19:33,28606,13,task-z5g6,,7824212,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1605543614618,16/11/2020 16:20:14,1605543614522,0,16/11/2020 16:20:14,28606,13,task-z5g6,,7824212,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,41464.684999984456,,,,,0,1,0,,,,,,taskIntroduction,,,
3,1605543640936,16/11/2020 16:20:40,1605543640832,0,16/11/2020 16:20:40,28606,13,task-z5g6,,7824212,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,1,Screen 1,advancementZone,continue_button,26298.445000022184,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
4,1605543641909,16/11/2020 16:20:41,1605543641577,0,16/11/2020 16:20:41,28606,13,task-z5g6,,7824212,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,2,Screen 2,advancementZone,continue_button,740.3749999939464,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
5,1605543643301,16/11/2020 16:20:43,1605543643205,0,16/11/2020 16:20:43,28606,13,task-z5g6,,7824212,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,4,1,1,Screen 1,buttonA,response_button_text,1602.294999989681,,,"Yes, they contain a multivariable correlation",1,0,1,0,,,,1,1,example,dataExample_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
6,1605543644209,16/11/2020 16:20:44,1605543644116,0,16/11/2020 16:20:44,28606,13,task-z5g6,,7824212,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,4,1,1,Screen 1,buttonB,response_button_text,2513.894999981858,,,"No, they do not contain a multivariable correlation",2,1,0,0,,,,1,1,example,dataExample_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
7,1605543645631,16/11/2020 16:20:45,1605543645525,0,16/11/2020 16:20:45,28606,13,task-z5g6,,7824212,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,3,2,1,Screen 1,buttonA,response_button_text,1207.51000000746,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,1,example,dataExample_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
8,1605543646835,16/11/2020 16:20:46,1605543646761,0,16/11/2020 16:20:46,28606,13,task-z5g6,,7824212,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,5,1,1,Screen 1,advancementZone,continue_button,1032.309999980498,,,,,0,1,0,,,,1,,start,,,
9,1605543648257,16/11/2020 16:20:48,1605543648177,0,16/11/2020 16:20:48,28606,13,task-z5g6,,7824212,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,6,1,1,Screen 1,buttonA,response_button_text,1406.1599999840837,,,"Yes, they contain a multivariable correlation",1,0,1,0,,,,1,,trial,data1_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
10,1605543650117,16/11/2020 16:20:50,1605543650025,0,16/11/2020 16:20:50,28606,13,task-z5g6,,7824212,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,7,2,1,Screen 1,buttonA,response_button_text,1837.310000002617,,,"Yes, they contain a multivariable correlation",1,0,1,0,,,,1,,trial,data2_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
11,1605543651994,16/11/2020 16:20:51,1605543651889,0,16/11/2020 16:20:51,28606,13,task-z5g6,,7824212,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,8,3,1,Screen 1,buttonB,response_button_text,1851.1149999976624,,,"No, they do not contain a multivariable correlation",1,0,1,0,,,,1,,trial,data3_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
12,1605543653947,16/11/2020 16:20:53,1605543653872,0,16/11/2020 16:20:53,28606,13,task-z5g6,,7824212,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,9,4,1,Screen 1,buttonB,response_button_text,1977.309999987483,,,"No, they do not contain a multivariable correlation",1,0,1,0,,,,1,,trial,data4_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
13,1605543654072,16/11/2020 16:20:54,1605543653885,0,16/11/2020 16:20:53,28606,13,task-z5g6,,7824212,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,1,,end,,,
14,1605543656557,16/11/2020 16:20:56,1605543655826,0,16/11/2020 16:20:55,28606,13,task-z5g6,,7824212,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_endValue,1940.7500000088476,,,78,,0,1,0,,,,1,,end,,,
15,1605543656619,16/11/2020 16:20:56,1605543655826,0,16/11/2020 16:20:55,28606,13,task-z5g6,,7824212,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,continueButton,continue_button,1940.7500000088476,,,,,0,1,0,,,,1,,end,,,
16,1605543657276,16/11/2020 16:20:57,1605543657193,0,16/11/2020 16:20:57,28606,13,task-z5g6,,7824212,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,2,Screen 2,button,continue_button,1362.8099999914411,,,,,0,1,0,,,,1,,end,,,
17,1605543657338,16/11/2020 16:20:57,1605543657196,0,16/11/2020 16:20:57,28606,13,task-z5g6,,7824212,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,,,END TASK,,,,,84174,,,,,0,1,0,,,,,,,,,
1,1605536378402,16/11/2020 14:19:38,1605536378265,0,16/11/2020 14:19:38,28606,13,task-z5g6,,7820291,BLIND,2324013,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1280x720,1422x642,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1605536393132,16/11/2020 14:19:53,1605536393024,0,16/11/2020 14:19:53,28606,13,task-z5g6,,7820291,BLIND,2324013,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1280x720,1422x642,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,14726.550000021234,,,,,0,1,0,,,,,,taskIntroduction,,,
3,1605536481655,16/11/2020 14:21:21,1605536481560,0,16/11/2020 14:21:21,28606,13,task-z5g6,,7820291,BLIND,2324013,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1280x720,853x385,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,1,Screen 1,advancementZone,continue_button,88521.00999999675,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
4,1605536482896,16/11/2020 14:21:22,1605536482664,0,16/11/2020 14:21:22,28606,13,task-z5g6,,7820291,BLIND,2324013,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1280x720,853x385,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,2,Screen 2,advancementZone,continue_button,1099.629999982426,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
5,1605536485709,16/11/2020 14:21:25,1605536485608,0,16/11/2020 14:21:25,28606,13,task-z5g6,,7820291,BLIND,2324013,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1280x720,853x385,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,3,1,1,Screen 1,buttonA,response_button_text,2905.8549999899697,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,1,example,dataExample_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
6,1605536488632,16/11/2020 14:21:28,1605536488025,0,16/11/2020 14:21:28,28606,13,task-z5g6,,7820291,BLIND,2324013,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1280x720,853x385,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,4,2,1,Screen 1,buttonB,response_button_text,2188.4049999935087,,,"No, they do not contain a multivariable correlation",1,1,0,0,,,,1,1,example,dataExample_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
7,1605536489491,16/11/2020 14:21:29,1605536489391,0,16/11/2020 14:21:29,28606,13,task-z5g6,,7820291,BLIND,2324013,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1280x720,853x385,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,5,1,1,Screen 1,advancementZone,continue_button,1171.4799999899697,,,,,0,1,0,,,,1,,start,,,
8,1605536490717,16/11/2020 14:21:30,1605536490591,0,16/11/2020 14:21:30,28606,13,task-z5g6,,7820291,BLIND,2324013,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1280x720,853x385,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,6,1,1,Screen 1,buttonA,response_button_text,1185.300000011921,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,,trial,data2_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
9,1605536491499,16/11/2020 14:21:31,1605536491383,0,16/11/2020 14:21:31,28606,13,task-z5g6,,7820291,BLIND,2324013,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1280x720,853x385,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,7,2,1,Screen 1,buttonB,response_button_text,777.4999999965075,,,"No, they do not contain a multivariable correlation",1,1,0,0,,,,1,,trial,data4_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
10,1605536492515,16/11/2020 14:21:32,1605536492415,0,16/11/2020 14:21:32,28606,13,task-z5g6,,7820291,BLIND,2324013,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1280x720,853x385,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,8,3,1,Screen 1,buttonA,response_button_text,1014.595000015106,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,,trial,data3_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
11,1605536493627,16/11/2020 14:21:33,1605536493519,0,16/11/2020 14:21:33,28606,13,task-z5g6,,7820291,BLIND,2324013,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1280x720,853x385,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,9,4,1,Screen 1,buttonA,response_button_text,1090.825000021141,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,,trial,data1_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
12,1605536493690,16/11/2020 14:21:33,1605536493529,0,16/11/2020 14:21:33,28606,13,task-z5g6,,7820291,BLIND,2324013,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1280x720,853x385,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,1,,end,,,
13,1605536496143,16/11/2020 14:21:36,1605536496041,0,16/11/2020 14:21:36,28606,13,task-z5g6,,7820291,BLIND,2324013,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1280x720,853x385,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_endValue,2512.1799999906216,,,100,,0,1,0,,,,1,,end,,,
14,1605536496221,16/11/2020 14:21:36,1605536496041,0,16/11/2020 14:21:36,28606,13,task-z5g6,,7820291,BLIND,2324013,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1280x720,853x385,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,continueButton,continue_button,2512.1799999906216,,,,,0,1,0,,,,1,,end,,,
15,1605536500549,16/11/2020 14:21:40,1605536500439,0,16/11/2020 14:21:40,28606,13,task-z5g6,,7820291,BLIND,2324013,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1280x720,853x385,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,2,Screen 2,button,continue_button,4393.685000017285,,,,,0,1,0,,,,1,,end,,,
16,1605536500595,16/11/2020 14:21:40,1605536500443,0,16/11/2020 14:21:40,28606,13,task-z5g6,,7820291,BLIND,2324013,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1280x720,853x385,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,,,END TASK,,,,,122179,,,,,0,1,0,,,,,,,,,
1,1605528458778,16/11/2020 12:07:38,1605528458631,0,16/11/2020 12:07:38,28606,13,task-z5g6,,7816527,BLIND,2322712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x937,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1605528505568,16/11/2020 12:08:25,1605528475439,0,16/11/2020 12:07:55,28606,13,task-z5g6,,7816527,BLIND,2322712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x937,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,16767.990000080317,,,,,0,1,0,,,,,,taskIntroduction,,,
3,1605528509721,16/11/2020 12:08:29,1605528509631,0,16/11/2020 12:08:29,28606,13,task-z5g6,,7816527,BLIND,2322712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x937,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,1,Screen 1,advancementZone,continue_button,34181.704999879,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
4,1605528540558,16/11/2020 12:09:00,1605528510446,0,16/11/2020 12:08:30,28606,13,task-z5g6,,7816527,BLIND,2322712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x937,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,2,Screen 2,advancementZone,continue_button,811.8150001391768,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
5,1605528540558,16/11/2020 12:09:00,1605528520057,0,16/11/2020 12:08:40,28606,13,task-z5g6,,7816527,BLIND,2322712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x937,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,4,1,1,Screen 1,buttonA,response_button_text,9588.164999848232,,,"Yes, they contain a multivariable correlation",1,0,1,0,,,,1,1,example,dataExample_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
6,1605528540558,16/11/2020 12:09:00,1605528528274,0,16/11/2020 12:08:48,28606,13,task-z5g6,,7816527,BLIND,2322712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x937,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,4,1,1,Screen 1,buttonB,response_button_text,17805.294999852777,,,"No, they do not contain a multivariable correlation",2,1,0,0,,,,1,1,example,dataExample_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
7,1605528540558,16/11/2020 12:09:00,1605528531538,0,16/11/2020 12:08:51,28606,13,task-z5g6,,7816527,BLIND,2322712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x937,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,3,2,1,Screen 1,buttonA,response_button_text,3058.3750000223517,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,1,example,dataExample_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
8,1605528540558,16/11/2020 12:09:00,1605528532591,0,16/11/2020 12:08:52,28606,13,task-z5g6,,7816527,BLIND,2322712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x937,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,5,1,1,Screen 1,advancementZone,continue_button,852.0850001368672,,,,,0,1,0,,,,1,,start,,,
9,1605528548861,16/11/2020 12:09:08,1605528548766,0,16/11/2020 12:09:08,28606,13,task-z5g6,,7816527,BLIND,2322712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x937,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,6,1,1,Screen 1,buttonB,response_button_text,6518.259999807924,,,"No, they do not contain a multivariable correlation",1,0,1,0,,,,1,,trial,data2_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
10,1605528550318,16/11/2020 12:09:10,1605528550222,0,16/11/2020 12:09:10,28606,13,task-z5g6,,7816527,BLIND,2322712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x937,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,7,2,1,Screen 1,buttonA,response_button_text,1449.08000016585,,,"Yes, they contain a multivariable correlation",1,0,1,0,,,,1,,trial,data1_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
11,1605528552948,16/11/2020 12:09:12,1605528552838,0,16/11/2020 12:09:12,28606,13,task-z5g6,,7816527,BLIND,2322712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x937,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,8,3,1,Screen 1,buttonA,response_button_text,2604.8449999652803,,,"Yes, they contain a multivariable correlation",1,0,1,0,,,,1,,trial,data3_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
12,1605528554307,16/11/2020 12:09:14,1605528554222,0,16/11/2020 12:09:14,28606,13,task-z5g6,,7816527,BLIND,2322712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x937,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,9,4,1,Screen 1,buttonA,response_button_text,1377.729999832809,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,,trial,data4_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
13,1605528554455,16/11/2020 12:09:14,1605528554232,0,16/11/2020 12:09:14,28606,13,task-z5g6,,7816527,BLIND,2322712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x937,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,1,,end,,,
14,1605528556604,16/11/2020 12:09:16,1605528556511,0,16/11/2020 12:09:16,28606,13,task-z5g6,,7816527,BLIND,2322712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x937,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_endValue,2279.0400001686066,,,65,,0,1,0,,,,1,,end,,,
15,1605528556714,16/11/2020 12:09:16,1605528556511,0,16/11/2020 12:09:16,28606,13,task-z5g6,,7816527,BLIND,2322712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x937,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,continueButton,continue_button,2279.0400001686066,,,,,0,1,0,,,,1,,end,,,
16,1605528558706,16/11/2020 12:09:18,1605528558614,0,16/11/2020 12:09:18,28606,13,task-z5g6,,7816527,BLIND,2322712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x937,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,2,Screen 2,button,continue_button,2099.8949999921024,,,,,0,1,0,,,,1,,end,,,
17,1605528558768,16/11/2020 12:09:18,1605528558616,0,16/11/2020 12:09:18,28606,13,task-z5g6,,7816527,BLIND,2322712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x937,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,,,END TASK,,,,,99985,,,,,0,1,0,,,,,,,,,
1,1605380957977,14/11/2020 19:09:17,1605380957872,1,14/11/2020 20:09:17,28606,13,task-z5g6,,7792134,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1605380960289,14/11/2020 19:09:20,1605380959916,1,14/11/2020 20:09:19,28606,13,task-z5g6,,7792134,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,2004.3950000108453,,,,,0,1,0,,,,,,taskIntroduction,,,
3,1605380972258,14/11/2020 19:09:32,1605380972115,1,14/11/2020 20:09:32,28606,13,task-z5g6,,7792134,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,1,Screen 1,advancementZone,continue_button,10705.609999989974,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
4,1605380973430,14/11/2020 19:09:33,1605380973355,1,14/11/2020 20:09:33,28606,13,task-z5g6,,7792134,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,2,Screen 2,advancementZone,continue_button,1233.2549999991897,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
5,1605380979089,14/11/2020 19:09:39,1605380979002,1,14/11/2020 20:09:39,28606,13,task-z5g6,,7792134,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,3,1,1,Screen 1,buttonB,response_button_text,5608.475000000908,,,"No, they do not contain a multivariable correlation",1,0,1,0,,,,1,1,example,dataExample_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
6,1605380982377,14/11/2020 19:09:42,1605380982348,1,14/11/2020 20:09:42,28606,13,task-z5g6,,7792134,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,3,1,1,Screen 1,buttonA,response_button_text,8952.4800000072,,,"Yes, they contain a multivariable correlation",2,1,0,0,,,,1,1,example,dataExample_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
7,1605380992262,14/11/2020 19:09:52,1605380992237,1,14/11/2020 20:09:52,28606,13,task-z5g6,,7792134,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,4,2,1,Screen 1,buttonA,response_button_text,9680.090000008931,,,"Yes, they contain a multivariable correlation",1,0,1,0,,,,1,1,example,dataExample_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
8,1605380993316,14/11/2020 19:09:53,1605380993288,1,14/11/2020 20:09:53,28606,13,task-z5g6,,7792134,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,4,2,1,Screen 1,buttonB,response_button_text,10728.260000003502,,,"No, they do not contain a multivariable correlation",2,1,0,0,,,,1,1,example,dataExample_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
