Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,content,,answer,ANSWER
12,1605709442053,18/11/2020 14:24:02,1605709442037,1,18/11/2020 15:24:02,28606,13,task-l9mz,,7883224,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,878x413,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,9,4,1,Screen 1,buttonA,response_button_text,1937.3650000197813,,,"Yes, they contain an indirect correlation",1,0,1,0,,,,1,,trial,data3_PSP_AB.png,,"No, they do not contain an indirect correlation",
13,1605709442194,18/11/2020 14:24:02,1605709442116,1,18/11/2020 15:24:02,28606,13,task-l9mz,,7883224,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,878x413,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,1,,end,,,,
14,1605709445303,18/11/2020 14:24:05,1605709445285,1,18/11/2020 15:24:05,28606,13,task-l9mz,,7883224,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,878x413,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_endValue,3169.124999898486,,,100,,0,1,0,,,,1,,end,,,,
15,1605709445459,18/11/2020 14:24:05,1605709445289,1,18/11/2020 15:24:05,28606,13,task-l9mz,,7883224,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,878x413,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,10,1,1,Screen 1,continueButton,continue_button,3169.124999898486,,,,,0,1,0,,,,1,,end,,,,
16,1605709490595,18/11/2020 14:24:50,1605709490568,1,18/11/2020 15:24:50,28606,13,task-l9mz,,7883224,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,878x413,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,11,1,1,Screen 1,advancementZone,continue_button,45179.8500000732,,,,,0,1,0,,,,2,,instructionMixed,,,,
17,1605709491548,18/11/2020 14:24:51,1605709491527,1,18/11/2020 15:24:51,28606,13,task-l9mz,,7883224,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,878x413,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,11,1,2,Screen 2,advancementZone,continue_button,933.2550000399351,,,,,0,1,0,,,,2,,instructionMixed,,,,
18,1605709502581,18/11/2020 14:25:02,1605709502566,1,18/11/2020 15:25:02,28606,13,task-l9mz,,7883224,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,878x413,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,12,3,1,Screen 1,buttonA,response_button_text,10903.859999962151,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,2,2,example,dataExample_Mixed_AX.png,,"Yes, they contain an indirect correlation",
19,1605709508804,18/11/2020 14:25:08,1605709508782,1,18/11/2020 15:25:08,28606,13,task-l9mz,,7883224,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,878x413,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,13,4,1,Screen 1,buttonB,response_button_text,5935.924999997951,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,2,2,example,dataExample_Mixed_AB.png,,"No, they do not contain an indirect correlation",
20,1605709509930,18/11/2020 14:25:09,1605709509919,1,18/11/2020 15:25:09,28606,13,task-l9mz,,7883224,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,878x413,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,14,2,1,Screen 1,advancementZone,continue_button,975.0399999320507,,,,,0,1,0,,,,2,,start,,,,
21,1605709511602,18/11/2020 14:25:11,1605709511581,1,18/11/2020 15:25:11,28606,13,task-l9mz,,7883224,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,878x413,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,15,5,1,Screen 1,buttonA,response_button_text,1597.425000043586,,,"Yes, they contain an indirect correlation",1,0,1,0,,,,2,,trial,data1_Mixed_AB.png,,"No, they do not contain an indirect correlation",
22,1605709513680,18/11/2020 14:25:13,1605709513638,1,18/11/2020 15:25:13,28606,13,task-l9mz,,7883224,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,878x413,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,16,6,1,Screen 1,buttonA,response_button_text,1980.9449999593198,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,2,,trial,data2_Mixed_AX.png,,"Yes, they contain an indirect correlation",
23,1605709514946,18/11/2020 14:25:14,1605709514914,1,18/11/2020 15:25:14,28606,13,task-l9mz,,7883224,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,878x413,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,17,7,1,Screen 1,buttonB,response_button_text,1194.1550000337884,,,"No, they do not contain an indirect correlation",1,0,1,0,,,,2,,trial,data3_Mixed_AX.png,,"Yes, they contain an indirect correlation",
24,1605709517183,18/11/2020 14:25:17,1605709517164,1,18/11/2020 15:25:17,28606,13,task-l9mz,,7883224,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,878x413,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,18,8,1,Screen 1,buttonB,response_button_text,2164.8250001017004,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,2,,trial,data4_Mixed_AB.png,,"No, they do not contain an indirect correlation",
25,1605709517292,18/11/2020 14:25:17,1605709517207,1,18/11/2020 15:25:17,28606,13,task-l9mz,,7883224,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,878x413,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,19,2,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,2,,end,,,,
26,1605709519733,18/11/2020 14:25:19,1605709519707,1,18/11/2020 15:25:19,28606,13,task-l9mz,,7883224,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,878x413,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,19,2,1,Screen 1,slider,response_slider_endValue,2499.8700000578538,,,100,,0,1,0,,,,2,,end,,,,
27,1605709519842,18/11/2020 14:25:19,1605709519710,1,18/11/2020 15:25:19,28606,13,task-l9mz,,7883224,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,878x413,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,19,2,1,Screen 1,continueButton,continue_button,2499.8700000578538,,,,,0,1,0,,,,2,,end,,,,
28,1605709523969,18/11/2020 14:25:23,1605709523950,1,18/11/2020 15:25:23,28606,13,task-l9mz,,7883224,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,878x413,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,20,1,1,Screen 1,buttonA,response_button_text,4156.564999953844,,,Parallel Sets Plot,1,0,1,0,,,,,,userPreference,,,,
29,1605709525141,18/11/2020 14:25:25,1605709523957,1,18/11/2020 15:25:23,28606,13,task-l9mz,,7883224,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,878x413,,Task 2: Identify correlation outside the display,15,spreadsheet,,,END TASK,,,,,199089,,,,,0,1,0,,,,,,,,,,
1,1605632374236,17/11/2020 16:59:34,1605632373832,0,17/11/2020 16:59:33,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1605632440076,17/11/2020 17:00:40,1605632440035,0,17/11/2020 17:00:40,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,66127,,,,,0,1,0,,,,,,taskIntroduction,,,,
3,1605632505110,17/11/2020 17:01:45,1605632504942,0,17/11/2020 17:01:44,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,11,1,1,Screen 1,advancementZone,continue_button,64856,,,,,0,1,0,,,,2,,instructionMixed,,,,
4,1605632505875,17/11/2020 17:01:45,1605632505870,0,17/11/2020 17:01:45,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,11,1,2,Screen 2,advancementZone,continue_button,901,,,,,0,1,0,,,,2,,instructionMixed,,,,
5,1605632510513,17/11/2020 17:01:50,1605632510509,0,17/11/2020 17:01:50,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,13,1,1,Screen 1,buttonA,response_button_text,4560,,,"Yes, they contain an indirect correlation",1,0,1,0,,,,2,2,example,dataExample_Mixed_AB.png,,"No, they do not contain an indirect correlation",
6,1605632514029,17/11/2020 17:01:54,1605632514030,0,17/11/2020 17:01:54,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,13,1,1,Screen 1,buttonB,response_button_text,8102,,,"No, they do not contain an indirect correlation",2,1,0,0,,,,2,2,example,dataExample_Mixed_AB.png,,"No, they do not contain an indirect correlation",
7,1605632516886,17/11/2020 17:01:56,1605632516885,0,17/11/2020 17:01:56,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,12,2,1,Screen 1,buttonA,response_button_text,2603,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,2,2,example,dataExample_Mixed_AX.png,,"Yes, they contain an indirect correlation",
8,1605632518218,17/11/2020 17:01:58,1605632518159,0,17/11/2020 17:01:58,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,14,1,1,Screen 1,advancementZone,continue_button,1072,,,,,0,1,0,,,,2,,start,,,,
9,1605632520314,17/11/2020 17:02:00,1605632520313,0,17/11/2020 17:02:00,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,15,1,1,Screen 1,buttonA,response_button_text,2114,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,2,,trial,data3_Mixed_AX.png,,"Yes, they contain an indirect correlation",
10,1605632521490,17/11/2020 17:02:01,1605632521488,0,17/11/2020 17:02:01,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,16,2,1,Screen 1,buttonB,response_button_text,1141,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,2,,trial,data4_Mixed_AB.png,,"No, they do not contain an indirect correlation",
11,1605632522641,17/11/2020 17:02:02,1605632522615,0,17/11/2020 17:02:02,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,17,3,1,Screen 1,buttonB,response_button_text,1096,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,2,,trial,data1_Mixed_AB.png,,"No, they do not contain an indirect correlation",
12,1605632524088,17/11/2020 17:02:04,1605632524073,0,17/11/2020 17:02:04,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,18,4,1,Screen 1,buttonB,response_button_text,1435,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,2,,trial,data2_Mixed_AB.png,,"No, they do not contain an indirect correlation",
13,1605632524166,17/11/2020 17:02:04,1605632524111,0,17/11/2020 17:02:04,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,19,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,2,,end,,,,
14,1605632527147,17/11/2020 17:02:07,1605632527147,0,17/11/2020 17:02:07,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,19,1,1,Screen 1,slider,response_slider_endValue,3035,,,50,,0,1,0,,,,2,,end,,,,
15,1605632527226,17/11/2020 17:02:07,1605632527150,0,17/11/2020 17:02:07,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,19,1,1,Screen 1,continueButton,continue_button,3035,,,,,0,1,0,,,,2,,end,,,,
16,1605632556268,17/11/2020 17:02:36,1605632556252,0,17/11/2020 17:02:36,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,2,1,1,Screen 1,advancementZone,continue_button,29063,,,,,0,1,0,,,,1,,instructionPSP,,,,
17,1605632556973,17/11/2020 17:02:36,1605632556965,0,17/11/2020 17:02:36,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,2,1,2,Screen 2,advancementZone,continue_button,693,,,,,0,1,0,,,,1,,instructionPSP,,,,
18,1605632567541,17/11/2020 17:02:47,1605632567524,0,17/11/2020 17:02:47,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,3,3,1,Screen 1,buttonB,response_button_text,10505,,,"No, they do not contain an indirect correlation",1,0,1,0,,,,1,1,example,dataExample_PSP_AX.png,,"Yes, they contain an indirect correlation",
19,1605632568397,17/11/2020 17:02:48,1605632568388,0,17/11/2020 17:02:48,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,3,3,1,Screen 1,buttonA,response_button_text,11369,,,"Yes, they contain an indirect correlation",2,1,0,0,,,,1,1,example,dataExample_PSP_AX.png,,"Yes, they contain an indirect correlation",
20,1605632577521,17/11/2020 17:02:57,1605632577513,0,17/11/2020 17:02:57,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,4,4,1,Screen 1,buttonB,response_button_text,8902,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,1,1,example,dataExample_PSP_AB.png,,"No, they do not contain an indirect correlation",
21,1605632579090,17/11/2020 17:02:59,1605632579073,0,17/11/2020 17:02:59,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,5,2,1,Screen 1,advancementZone,continue_button,1356,,,,,0,1,0,,,,1,,start,,,,
22,1605632584625,17/11/2020 17:03:04,1605632584546,0,17/11/2020 17:03:04,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,6,5,1,Screen 1,buttonA,response_button_text,5435,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,1,,trial,data4_PSP_AX.png,,"Yes, they contain an indirect correlation",
23,1605632591084,17/11/2020 17:03:11,1605632591072,0,17/11/2020 17:03:11,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,7,6,1,Screen 1,buttonB,response_button_text,6489,,,"No, they do not contain an indirect correlation",1,0,1,0,,,,1,,trial,data1_PSP_AX.png,,"Yes, they contain an indirect correlation",
24,1605632601987,17/11/2020 17:03:21,1605632601984,0,17/11/2020 17:03:21,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,8,7,1,Screen 1,buttonB,response_button_text,10872,,,"No, they do not contain an indirect correlation",1,0,1,0,,,,1,,trial,data2_PSP_AX.png,,"Yes, they contain an indirect correlation",
25,1605632606969,17/11/2020 17:03:26,1605632606944,0,17/11/2020 17:03:26,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,9,8,1,Screen 1,buttonB,response_button_text,4913,,,"No, they do not contain an indirect correlation",1,0,1,0,,,,1,,trial,data3_PSP_AX.png,,"Yes, they contain an indirect correlation",
26,1605632607083,17/11/2020 17:03:27,1605632606966,0,17/11/2020 17:03:26,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,10,2,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,1,,end,,,,
27,1605632609585,17/11/2020 17:03:29,1605632609576,0,17/11/2020 17:03:29,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,10,2,1,Screen 1,slider,response_slider_endValue,2610,,,78,,0,1,0,,,,1,,end,,,,
28,1605632609668,17/11/2020 17:03:29,1605632609578,0,17/11/2020 17:03:29,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,10,2,1,Screen 1,continueButton,continue_button,2610,,,,,0,1,0,,,,1,,end,,,,
29,1605632613654,17/11/2020 17:03:33,1605632613623,0,17/11/2020 17:03:33,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,20,1,1,Screen 1,buttonB,response_button_text,4015,,,Parallel Assemblies Plot,1,0,1,0,,,,,,userPreference,,,,
30,1605632613733,17/11/2020 17:03:33,1605632613629,0,17/11/2020 17:03:33,28606,13,task-l9mz,,7859061,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 2: Identify correlation outside the display,15,spreadsheet,,,END TASK,,,,,239797,,,,,0,1,0,,,,,,,,,,
1,1605611910607,17/11/2020 11:18:30,1605611910501,0,17/11/2020 11:18:30,28606,13,task-l9mz,,7842493,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 2: Identify correlation outside the display,15,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1605612095072,17/11/2020 11:21:35,1605612094913,0,17/11/2020 11:21:34,28606,13,task-l9mz,,7842493,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,184377.30499999996,,,,,0,1,0,,,,,,taskIntroduction,,,,
3,1605612153774,17/11/2020 11:22:33,1605612153734,0,17/11/2020 11:22:33,28606,13,task-l9mz,,7842493,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,11,1,1,Screen 1,advancementZone,continue_button,58798.7750000002,,,,,0,1,0,,,,2,,instructionMixed,,,,
4,1605612154524,17/11/2020 11:22:34,1605612154486,0,17/11/2020 11:22:34,28606,13,task-l9mz,,7842493,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,11,1,2,Screen 2,advancementZone,continue_button,745.765000000596,,,,,0,1,0,,,,2,,instructionMixed,,,,
5,1605612163400,17/11/2020 11:22:43,1605612163363,0,17/11/2020 11:22:43,28606,13,task-l9mz,,7842493,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,13,1,1,Screen 1,buttonB,response_button_text,8849.580000000045,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,2,2,example,dataExample_Mixed_AB.png,,"No, they do not contain an indirect correlation",
6,1605612171166,17/11/2020 11:22:51,1605612171122,0,17/11/2020 11:22:51,28606,13,task-l9mz,,7842493,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,12,2,1,Screen 1,buttonA,response_button_text,7536.879999999655,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,2,2,example,dataExample_Mixed_AX.png,,"Yes, they contain an indirect correlation",
7,1605612173527,17/11/2020 11:22:53,1605612173445,0,17/11/2020 11:22:53,28606,13,task-l9mz,,7842493,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,14,1,1,Screen 1,advancementZone,continue_button,2114.1349999997765,,,,,0,1,0,,,,2,,start,,,,
8,1605612175715,17/11/2020 11:22:55,1605612175629,0,17/11/2020 11:22:55,28606,13,task-l9mz,,7842493,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,15,1,1,Screen 1,buttonB,response_button_text,2171.624999999942,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,2,,trial,data1_Mixed_AB.png,,"No, they do not contain an indirect correlation",
9,1605612178230,17/11/2020 11:22:58,1605612178206,0,17/11/2020 11:22:58,28606,13,task-l9mz,,7842493,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,16,2,1,Screen 1,buttonA,response_button_text,2565.2049999998417,,,"Yes, they contain an indirect correlation",1,0,1,0,,,,2,,trial,data2_Mixed_AB.png,,"No, they do not contain an indirect correlation",
10,1605612180578,17/11/2020 11:23:00,1605612180525,0,17/11/2020 11:23:00,28606,13,task-l9mz,,7842493,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,17,3,1,Screen 1,buttonA,response_button_text,2305.1949999998906,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,2,,trial,data3_Mixed_AX.png,,"Yes, they contain an indirect correlation",
11,1605612183893,17/11/2020 11:23:03,1605612183846,0,17/11/2020 11:23:03,28606,13,task-l9mz,,7842493,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,18,4,1,Screen 1,buttonA,response_button_text,3299.24500000017,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,2,,trial,data4_Mixed_AX.png,,"Yes, they contain an indirect correlation",
12,1605612184003,17/11/2020 11:23:04,1605612183857,0,17/11/2020 11:23:03,28606,13,task-l9mz,,7842493,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,19,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,2,,end,,,,
13,1605612187617,17/11/2020 11:23:07,1605612187574,0,17/11/2020 11:23:07,28606,13,task-l9mz,,7842493,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,19,1,1,Screen 1,slider,response_slider_endValue,3717.2399999999325,,,91,,0,1,0,,,,2,,end,,,,
14,1605612187711,17/11/2020 11:23:07,1605612187575,0,17/11/2020 11:23:07,28606,13,task-l9mz,,7842493,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,19,1,1,Screen 1,continueButton,continue_button,3717.2399999999325,,,,,0,1,0,,,,2,,end,,,,
