Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,content,,answer,ANSWER
28,1606244416068,24/11/2020 19:00:16,1606244400608,1,24/11/2020 20:00:00,28606,13,task-l9mz,,8090053,BLIND,2405214,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1707x960,1707x818,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,19,2,1,Screen 1,continueButton,continue_button,2693.940000142902,,,,,0,1,0,,,,2,,end,,,,
29,1606244419554,24/11/2020 19:00:19,1606244404158,1,24/11/2020 20:00:04,28606,13,task-l9mz,,8090053,BLIND,2405214,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1707x960,1707x818,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,20,1,1,Screen 1,buttonB,response_button_text,3535.0000001490116,,,Parallel Assemblies Plot,1,0,1,0,,,,,,userPreference,,,,
30,1606244419616,24/11/2020 19:00:19,1606244404161,1,24/11/2020 20:00:04,28606,13,task-l9mz,,8090053,BLIND,2405214,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1707x960,1707x818,,Task 2: Identify correlation outside the display,15,spreadsheet,,,END TASK,,,,,239625,,,,,0,1,0,,,,,,,,,,
1,1606214954451,24/11/2020 10:49:14,1606214954323,1,24/11/2020 11:49:14,28606,13,task-l9mz,,8075157,BLIND,2400235,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 78.0,1920x1080,1920x938,,Task 2: Identify correlation outside the display,15,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1606215018743,24/11/2020 10:50:18,1606215018701,1,24/11/2020 11:50:18,28606,13,task-l9mz,,8075157,BLIND,2400235,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 78.0,1920x1080,1920x938,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,64224,,,,,0,1,0,,,,,,taskIntroduction,,,,
3,1606215053090,24/11/2020 10:50:53,1606215053029,1,24/11/2020 11:50:53,28606,13,task-l9mz,,8075157,BLIND,2400235,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 78.0,1920x1080,1920x938,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,2,1,1,Screen 1,advancementZone,continue_button,34306,,,,,0,1,0,,,,1,,instructionPSP,,,,
4,1606215053839,24/11/2020 10:50:53,1606215053797,1,24/11/2020 11:50:53,28606,13,task-l9mz,,8075157,BLIND,2400235,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 78.0,1920x1080,1920x938,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,2,1,2,Screen 2,advancementZone,continue_button,762,,,,,0,1,0,,,,1,,instructionPSP,,,,
5,1606215059407,24/11/2020 10:50:59,1606215059347,1,24/11/2020 11:50:59,28606,13,task-l9mz,,8075157,BLIND,2400235,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 78.0,1920x1080,1920x938,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,3,1,1,Screen 1,buttonA,response_button_text,5530,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,1,1,example,dataExample_PSP_AX.png,,"Yes, they contain an indirect correlation",
6,1606215063746,24/11/2020 10:51:03,1606215063698,1,24/11/2020 11:51:03,28606,13,task-l9mz,,8075157,BLIND,2400235,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 78.0,1920x1080,1920x938,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,4,2,1,Screen 1,buttonB,response_button_text,4125,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,1,1,example,dataExample_PSP_AB.png,,"No, they do not contain an indirect correlation",
7,1606215065018,24/11/2020 10:51:05,1606215064958,1,24/11/2020 11:51:04,28606,13,task-l9mz,,8075157,BLIND,2400235,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 78.0,1920x1080,1920x938,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,5,1,1,Screen 1,advancementZone,continue_button,1055,,,,,0,1,0,,,,1,,start,,,,
8,1606215068388,24/11/2020 10:51:08,1606215068341,1,24/11/2020 11:51:08,28606,13,task-l9mz,,8075157,BLIND,2400235,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 78.0,1920x1080,1920x938,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,6,1,1,Screen 1,buttonA,response_button_text,3371,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,1,,trial,data2_PSP_AX.png,,"Yes, they contain an indirect correlation",
9,1606215070232,24/11/2020 10:51:10,1606215070189,1,24/11/2020 11:51:10,28606,13,task-l9mz,,8075157,BLIND,2400235,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 78.0,1920x1080,1920x938,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,7,2,1,Screen 1,buttonA,response_button_text,1835,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,1,,trial,data1_PSP_AX.png,,"Yes, they contain an indirect correlation",
10,1606215072435,24/11/2020 10:51:12,1606215072396,1,24/11/2020 11:51:12,28606,13,task-l9mz,,8075157,BLIND,2400235,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 78.0,1920x1080,1920x938,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,8,3,1,Screen 1,buttonB,response_button_text,2195,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,1,,trial,data3_PSP_AB.png,,"No, they do not contain an indirect correlation",
11,1606215074492,24/11/2020 10:51:14,1606215074453,1,24/11/2020 11:51:14,28606,13,task-l9mz,,8075157,BLIND,2400235,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 78.0,1920x1080,1920x938,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,9,4,1,Screen 1,buttonA,response_button_text,2039,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,1,,trial,data4_PSP_AX.png,,"Yes, they contain an indirect correlation",
12,1606215074571,24/11/2020 10:51:14,1606215074463,1,24/11/2020 11:51:14,28606,13,task-l9mz,,8075157,BLIND,2400235,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 78.0,1920x1080,1920x938,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,1,,end,,,,
13,1606215076727,24/11/2020 10:51:16,1606215076693,1,24/11/2020 11:51:16,28606,13,task-l9mz,,8075157,BLIND,2400235,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 78.0,1920x1080,1920x938,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_endValue,2231,,,50,,0,1,0,,,,1,,end,,,,
14,1606215076847,24/11/2020 10:51:16,1606215076694,1,24/11/2020 11:51:16,28606,13,task-l9mz,,8075157,BLIND,2400235,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 78.0,1920x1080,1920x938,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,10,1,1,Screen 1,continueButton,continue_button,2231,,,,,0,1,0,,,,1,,end,,,,
15,1606215125209,24/11/2020 10:52:05,1606215125173,1,24/11/2020 11:52:05,28606,13,task-l9mz,,8075157,BLIND,2400235,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 78.0,1920x1080,1920x938,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,11,1,1,Screen 1,advancementZone,continue_button,48466,,,,,0,1,0,,,,2,,instructionMixed,,,,
16,1606215125983,24/11/2020 10:52:05,1606215125941,1,24/11/2020 11:52:05,28606,13,task-l9mz,,8075157,BLIND,2400235,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 78.0,1920x1080,1920x938,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,11,1,2,Screen 2,advancementZone,continue_button,763,,,,,0,1,0,,,,2,,instructionMixed,,,,
17,1606215132779,24/11/2020 10:52:12,1606215132738,1,24/11/2020 11:52:12,28606,13,task-l9mz,,8075157,BLIND,2400235,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 78.0,1920x1080,1920x938,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,12,3,1,Screen 1,buttonB,response_button_text,6782,,,"No, they do not contain an indirect correlation",1,0,1,0,,,,2,2,example,dataExample_Mixed_AX.png,,"Yes, they contain an indirect correlation",
18,1606215135397,24/11/2020 10:52:15,1606215135353,1,24/11/2020 11:52:15,28606,13,task-l9mz,,8075157,BLIND,2400235,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 78.0,1920x1080,1920x938,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,12,3,1,Screen 1,buttonA,response_button_text,9397,,,"Yes, they contain an indirect correlation",2,1,0,0,,,,2,2,example,dataExample_Mixed_AX.png,,"Yes, they contain an indirect correlation",
19,1606215138413,24/11/2020 10:52:18,1606215138360,1,24/11/2020 11:52:18,28606,13,task-l9mz,,8075157,BLIND,2400235,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 78.0,1920x1080,1920x938,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,13,4,1,Screen 1,buttonB,response_button_text,2798,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,2,2,example,dataExample_Mixed_AB.png,,"No, they do not contain an indirect correlation",
20,1606215139944,24/11/2020 10:52:19,1606215139901,1,24/11/2020 11:52:19,28606,13,task-l9mz,,8075157,BLIND,2400235,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 78.0,1920x1080,1920x938,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,14,2,1,Screen 1,advancementZone,continue_button,1342,,,,,0,1,0,,,,2,,start,,,,
21,1606215142040,24/11/2020 10:52:22,1606215141988,1,24/11/2020 11:52:21,28606,13,task-l9mz,,8075157,BLIND,2400235,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 78.0,1920x1080,1920x938,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,15,5,1,Screen 1,buttonA,response_button_text,2077,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,2,,trial,data1_Mixed_AX.png,,"Yes, they contain an indirect correlation",
22,1606215144121,24/11/2020 10:52:24,1606215144077,1,24/11/2020 11:52:24,28606,13,task-l9mz,,8075157,BLIND,2400235,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 78.0,1920x1080,1920x938,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,16,6,1,Screen 1,buttonB,response_button_text,2077,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,2,,trial,data2_Mixed_AB.png,,"No, they do not contain an indirect correlation",
23,1606215145152,24/11/2020 10:52:25,1606215145109,1,24/11/2020 11:52:25,28606,13,task-l9mz,,8075157,BLIND,2400235,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 78.0,1920x1080,1920x938,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,17,7,1,Screen 1,buttonA,response_button_text,1019,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,2,,trial,data3_Mixed_AX.png,,"Yes, they contain an indirect correlation",
24,1606215146668,24/11/2020 10:52:26,1606215146541,1,24/11/2020 11:52:26,28606,13,task-l9mz,,8075157,BLIND,2400235,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 78.0,1920x1080,1920x938,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,18,8,1,Screen 1,buttonA,response_button_text,1422,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,2,,trial,data4_Mixed_AX.png,,"Yes, they contain an indirect correlation",
25,1606215146730,24/11/2020 10:52:26,1606215146547,1,24/11/2020 11:52:26,28606,13,task-l9mz,,8075157,BLIND,2400235,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 78.0,1920x1080,1920x938,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,19,2,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,2,,end,,,,
26,1606215149755,24/11/2020 10:52:29,1606215149710,1,24/11/2020 11:52:29,28606,13,task-l9mz,,8075157,BLIND,2400235,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 78.0,1920x1080,1920x938,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,19,2,1,Screen 1,slider,response_slider_endValue,3162,,,58,,0,1,0,,,,2,,end,,,,
27,1606215149817,24/11/2020 10:52:29,1606215149710,1,24/11/2020 11:52:29,28606,13,task-l9mz,,8075157,BLIND,2400235,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 78.0,1920x1080,1920x938,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,19,2,1,Screen 1,continueButton,continue_button,3162,,,,,0,1,0,,,,2,,end,,,,
28,1606215158444,24/11/2020 10:52:38,1606215158389,1,24/11/2020 11:52:38,28606,13,task-l9mz,,8075157,BLIND,2400235,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 78.0,1920x1080,1920x938,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,20,1,1,Screen 1,buttonB,response_button_text,8672,,,Parallel Assemblies Plot,1,0,1,0,,,,,,userPreference,,,,
29,1606215158522,24/11/2020 10:52:38,1606215158397,1,24/11/2020 11:52:38,28606,13,task-l9mz,,8075157,BLIND,2400235,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 78.0,1920x1080,1920x938,,Task 2: Identify correlation outside the display,15,spreadsheet,,,END TASK,,,,,204073,,,,,0,1,0,,,,,,,,,,
1,1606139508620,23/11/2020 13:51:48,1606139509651,0,23/11/2020 13:51:49,28606,13,task-l9mz,,8052215,BLIND,2392454,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.41,2560x1440,1567x1319,,Task 2: Identify correlation outside the display,15,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1606139510621,23/11/2020 13:51:50,1606139511680,0,23/11/2020 13:51:51,28606,13,task-l9mz,,8052215,BLIND,2392454,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.41,2560x1440,1567x1319,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,1982.1949999968638,,,,,0,1,0,,,,,,taskIntroduction,,,,
3,1606139649538,23/11/2020 13:54:09,1606139650511,0,23/11/2020 13:54:10,28606,13,task-l9mz,,8052215,BLIND,2392454,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.41,2560x1440,1567x1319,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,2,1,1,Screen 1,advancementZone,continue_button,138806.41000000105,,,,,0,1,0,,,,1,,instructionPSP,,,,
4,1606139650961,23/11/2020 13:54:10,1606139652037,0,23/11/2020 13:54:12,28606,13,task-l9mz,,8052215,BLIND,2392454,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.41,2560x1440,1567x1319,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,2,1,2,Screen 2,advancementZone,continue_button,1502.3849999997765,,,,,0,1,0,,,,1,,instructionPSP,,,,
5,1606139653798,23/11/2020 13:54:13,1606139654873,0,23/11/2020 13:54:14,28606,13,task-l9mz,,8052215,BLIND,2392454,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.41,2560x1440,1567x1319,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,4,1,1,Screen 1,buttonA,response_button_text,2793.7499999970896,,,"Yes, they contain an indirect correlation",1,0,1,0,,,,1,1,example,dataExample_PSP_AB.png,,"No, they do not contain an indirect correlation",
6,1606139655692,23/11/2020 13:54:15,1606139656767,0,23/11/2020 13:54:16,28606,13,task-l9mz,,8052215,BLIND,2392454,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.41,2560x1440,1567x1319,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,4,1,1,Screen 1,buttonB,response_button_text,4688.994999996794,,,"No, they do not contain an indirect correlation",2,1,0,0,,,,1,1,example,dataExample_PSP_AB.png,,"No, they do not contain an indirect correlation",
7,1606139656864,23/11/2020 13:54:16,1606139657935,0,23/11/2020 13:54:17,28606,13,task-l9mz,,8052215,BLIND,2392454,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.41,2560x1440,1567x1319,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,3,2,1,Screen 1,buttonB,response_button_text,950.0400000033551,,,"No, they do not contain an indirect correlation",1,0,1,0,,,,1,1,example,dataExample_PSP_AX.png,,"Yes, they contain an indirect correlation",
8,1606139657803,23/11/2020 13:54:17,1606139658874,0,23/11/2020 13:54:18,28606,13,task-l9mz,,8052215,BLIND,2392454,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.41,2560x1440,1567x1319,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,3,2,1,Screen 1,buttonA,response_button_text,1889.340000001539,,,"Yes, they contain an indirect correlation",2,1,0,0,,,,1,1,example,dataExample_PSP_AX.png,,"Yes, they contain an indirect correlation",
9,1606139659384,23/11/2020 13:54:19,1606139660451,0,23/11/2020 13:54:20,28606,13,task-l9mz,,8052215,BLIND,2392454,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.41,2560x1440,1567x1319,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,5,1,1,Screen 1,advancementZone,continue_button,1379.559999997582,,,,,0,1,0,,,,1,,start,,,,
10,1606139661637,23/11/2020 13:54:21,1606139662715,0,23/11/2020 13:54:22,28606,13,task-l9mz,,8052215,BLIND,2392454,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.41,2560x1440,1567x1319,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,6,1,1,Screen 1,buttonB,response_button_text,2244.58500000037,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,1,,trial,data2_PSP_AB.png,,"No, they do not contain an indirect correlation",
11,1606139664029,23/11/2020 13:54:24,1606139665107,0,23/11/2020 13:54:25,28606,13,task-l9mz,,8052215,BLIND,2392454,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.41,2560x1440,1567x1319,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,7,2,1,Screen 1,buttonA,response_button_text,2373.4949999998207,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,1,,trial,data3_PSP_AX.png,,"Yes, they contain an indirect correlation",
12,1606139665404,23/11/2020 13:54:25,1606139666475,0,23/11/2020 13:54:26,28606,13,task-l9mz,,8052215,BLIND,2392454,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.41,2560x1440,1567x1319,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,8,3,1,Screen 1,buttonB,response_button_text,1342.5649999990128,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,1,,trial,data4_PSP_AB.png,,"No, they do not contain an indirect correlation",
13,1606139666279,23/11/2020 13:54:26,1606139667356,0,23/11/2020 13:54:27,28606,13,task-l9mz,,8052215,BLIND,2392454,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.41,2560x1440,1567x1319,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,9,4,1,Screen 1,buttonA,response_button_text,857.8450000022713,,,"Yes, they contain an indirect correlation",1,0,1,0,,,,1,,trial,data1_PSP_AB.png,,"No, they do not contain an indirect correlation",
14,1606139666357,23/11/2020 13:54:26,1606139667379,0,23/11/2020 13:54:27,28606,13,task-l9mz,,8052215,BLIND,2392454,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.41,2560x1440,1567x1319,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,1,,end,,,,
