Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,content,answer,,ANSWER
26,1605632228109,17/11/2020 16:57:08,1605632228086,0,17/11/2020 16:57:08,28606,13,task-xe1r,,7858642,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,28,2,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,3,,end,,,,
27,1605632230618,17/11/2020 16:57:10,1605632230631,0,17/11/2020 16:57:10,28606,13,task-xe1r,,7858642,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,28,2,1,Screen 1,slider,response_slider_endValue,2543,,,9,,0,1,0,,,,3,,end,,,,
28,1605632230787,17/11/2020 16:57:10,1605632230633,0,17/11/2020 16:57:10,28606,13,task-xe1r,,7858642,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,28,2,1,Screen 1,continueButton,continue_button,2543,,,,,0,1,0,,,,3,,end,,,,
29,1605632297569,17/11/2020 16:58:17,1605632297576,0,17/11/2020 16:58:17,28606,13,task-xe1r,,7858642,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,11,1,1,Screen 1,advancementZone,continue_button,66914,,,,,0,1,0,,,,2,,instructions_PSP,,,,
30,1605632319602,17/11/2020 16:58:39,1605632319601,0,17/11/2020 16:58:39,28606,13,task-xe1r,,7858642,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,11,1,2,Screen 2,advancementZone,continue_button,22004,,,,,0,1,0,,,,2,,instructions_PSP,,,,
31,1605632320836,17/11/2020 16:58:40,1605632320833,0,17/11/2020 16:58:40,28606,13,task-xe1r,,7858642,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,11,1,3,Screen 3,advancementZone,continue_button,1224,,,,,0,1,0,,,,2,,instructions_PSP,,,,
32,1605632324839,17/11/2020 16:58:44,1605632324719,0,17/11/2020 16:58:44,28606,13,task-xe1r,,7858642,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,12,5,1,Screen 1,buttonA,response_button_text,3852,,,"Yes, they are correlated",1,1,0,0,,,,2,2,example,dataExample_PSP_ABX.png,"Yes, they are correlated",,
33,1605632328064,17/11/2020 16:58:48,1605632328072,0,17/11/2020 16:58:48,28606,13,task-xe1r,,7858642,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,13,6,1,Screen 1,buttonB,response_button_text,3126,,,"No, they are not correlated",1,1,0,0,,,,2,2,example,dataExample_PSP_AB.png,"No, they are not correlated",,
34,1605632329220,17/11/2020 16:58:49,1605632329222,0,17/11/2020 16:58:49,28606,13,task-xe1r,,7858642,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,14,3,1,Screen 1,advancementZone,continue_button,943,,,,,0,1,0,,,,2,,start,,,,
35,1605632331518,17/11/2020 16:58:51,1605632331469,0,17/11/2020 16:58:51,28606,13,task-xe1r,,7858642,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,15,9,1,Screen 1,buttonB,response_button_text,2213,,,"No, they are not correlated",1,1,0,0,,,,2,,trial,data3_PSP_AB.png,"No, they are not correlated",,
36,1605632333940,17/11/2020 16:58:53,1605632333941,0,17/11/2020 16:58:53,28606,13,task-xe1r,,7858642,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,16,10,1,Screen 1,buttonA,response_button_text,2437,,,"Yes, they are correlated",1,1,0,0,,,,2,,trial,data4_PSP_BX.png,"Yes, they are correlated",,
37,1605632337771,17/11/2020 16:58:57,1605632337757,0,17/11/2020 16:58:57,28606,13,task-xe1r,,7858642,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,17,11,1,Screen 1,buttonB,response_button_text,3780,,,"No, they are not correlated",1,1,0,0,,,,2,,trial,data1_PSP_AX.png,"No, they are not correlated",,
38,1605632340633,17/11/2020 16:59:00,1605632340620,0,17/11/2020 16:59:00,28606,13,task-xe1r,,7858642,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,18,12,1,Screen 1,buttonA,response_button_text,2846,,,"Yes, they are correlated",1,1,0,0,,,,2,,trial,data2_PSP_ABX.png,"Yes, they are correlated",,
39,1605632340700,17/11/2020 16:59:00,1605632340645,0,17/11/2020 16:59:00,28606,13,task-xe1r,,7858642,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,19,3,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,2,,end,,,,
40,1605632343501,17/11/2020 16:59:03,1605632343495,0,17/11/2020 16:59:03,28606,13,task-xe1r,,7858642,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,19,3,1,Screen 1,slider,response_slider_endValue,2850,,,11,,0,1,0,,,,2,,end,,,,
41,1605632343564,17/11/2020 16:59:03,1605632343497,0,17/11/2020 16:59:03,28606,13,task-xe1r,,7858642,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,19,3,1,Screen 1,continueButton,continue_button,2850,,,,,0,1,0,,,,2,,end,,,,
42,1605632370788,17/11/2020 16:59:30,1605632370768,0,17/11/2020 16:59:30,28606,13,task-xe1r,,7858642,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,29,1,1,Screen 1,button2,response_button_text,27244,,,Parallel Sets Plot,1,0,1,0,,,,,,userPreference,,,,
43,1605632370871,17/11/2020 16:59:30,1605632370775,0,17/11/2020 16:59:30,28606,13,task-xe1r,,7858642,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 1: Identify correlation,25,spreadsheet,,,END TASK,,,,,538798,,,,,0,1,0,,,,,,,,,,
1,1605543195235,16/11/2020 16:13:15,1605543195107,0,16/11/2020 16:13:15,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1605543196265,16/11/2020 16:13:16,1605543196167,0,16/11/2020 16:13:16,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,1019.2299999762326,,,,,0,1,0,,,,,,taskIntroduction,,,,
3,1605543197235,16/11/2020 16:13:17,1605543197158,0,16/11/2020 16:13:17,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,11,1,1,Screen 1,advancementZone,continue_button,980.3049999754876,,,,,0,1,0,,,,2,,instructions_PSP,,,,
4,1605543197923,16/11/2020 16:13:17,1605543197838,0,16/11/2020 16:13:17,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,11,1,2,Screen 2,advancementZone,continue_button,673.1549999967683,,,,,0,1,0,,,,2,,instructions_PSP,,,,
5,1605543198687,16/11/2020 16:13:18,1605543198606,0,16/11/2020 16:13:18,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,11,1,3,Screen 3,advancementZone,continue_button,762.9149999993388,,,,,0,1,0,,,,2,,instructions_PSP,,,,
6,1605543207895,16/11/2020 16:13:27,1605543207809,0,16/11/2020 16:13:27,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,12,1,1,Screen 1,buttonA,response_button_text,9189.09500000882,,,"Yes, they are correlated",1,1,0,0,,,,2,2,example,dataExample_PSP_ABX.png,"Yes, they are correlated",,
7,1605543216086,16/11/2020 16:13:36,1605543215986,0,16/11/2020 16:13:35,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,13,2,1,Screen 1,buttonA,response_button_text,7991.4950000238605,,,"Yes, they are correlated",1,0,1,0,,,,2,2,example,dataExample_PSP_AB.png,"No, they are not correlated",,
8,1605543217366,16/11/2020 16:13:37,1605543217289,0,16/11/2020 16:13:37,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,13,2,1,Screen 1,buttonB,response_button_text,9295.880000019679,,,"No, they are not correlated",2,1,0,0,,,,2,2,example,dataExample_PSP_AB.png,"No, they are not correlated",,
9,1605543220491,16/11/2020 16:13:40,1605543220406,0,16/11/2020 16:13:40,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,14,1,1,Screen 1,advancementZone,continue_button,2923.7150000117254,,,,,0,1,0,,,,2,,start,,,,
10,1605543225898,16/11/2020 16:13:45,1605543225814,0,16/11/2020 16:13:45,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,15,1,1,Screen 1,buttonA,response_button_text,5398.844999988796,,,"Yes, they are correlated",1,1,0,0,,,,2,,trial,data1_PSP_ABX.png,"Yes, they are correlated",,
11,1605543233379,16/11/2020 16:13:53,1605543233294,0,16/11/2020 16:13:53,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,16,2,1,Screen 1,buttonA,response_button_text,7471.879999997327,,,"Yes, they are correlated",1,1,0,0,,,,2,,trial,data2_PSP_BX.png,"Yes, they are correlated",,
12,1605543235754,16/11/2020 16:13:55,1605543235647,0,16/11/2020 16:13:55,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,17,3,1,Screen 1,buttonB,response_button_text,2338.164999993751,,,"No, they are not correlated",1,1,0,0,,,,2,,trial,data3_PSP_AX.png,"No, they are not correlated",,
13,1605543257172,16/11/2020 16:14:17,1605543257095,0,16/11/2020 16:14:17,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,18,4,1,Screen 1,buttonA,response_button_text,21437.395000015385,,,"Yes, they are correlated",1,1,0,0,,,,2,,trial,data4_PSP_ABX.png,"Yes, they are correlated",,
14,1605543257242,16/11/2020 16:14:17,1605543257115,0,16/11/2020 16:14:17,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,19,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,2,,end,,,,
15,1605543261117,16/11/2020 16:14:21,1605543261039,0,16/11/2020 16:14:21,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,19,1,1,Screen 1,slider,response_slider_endValue,3925.279999995837,,,64,,0,1,0,,,,2,,end,,,,
16,1605543261180,16/11/2020 16:14:21,1605543261040,0,16/11/2020 16:14:21,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,19,1,1,Screen 1,continueButton,continue_button,3925.279999995837,,,,,0,1,0,,,,2,,end,,,,
17,1605543329793,16/11/2020 16:15:29,1605543329607,0,16/11/2020 16:15:29,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,20,1,1,Screen 1,advancementZone,continue_button,68555.74500001967,,,,,0,1,0,,,,3,,instructions_Mixed,,,,
18,1605543352711,16/11/2020 16:15:52,1605543352631,0,16/11/2020 16:15:52,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,20,1,2,Screen 2,advancementZone,continue_button,23016.159999999218,,,,,0,1,0,,,,3,,instructions_Mixed,,,,
19,1605543353789,16/11/2020 16:15:53,1605543353695,0,16/11/2020 16:15:53,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,20,1,3,Screen 3,advancementZone,continue_button,1059.1049999929965,,,,,0,1,0,,,,3,,instructions_Mixed,,,,
20,1605543358227,16/11/2020 16:15:58,1605543358134,0,16/11/2020 16:15:58,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,22,3,1,Screen 1,buttonA,response_button_text,4411.479999980656,,,"Yes, they are correlated",1,0,1,0,,,,3,3,example,dataExample_Mixed_AB.png,"No, they are not correlated",,
21,1605543359289,16/11/2020 16:15:59,1605543359205,0,16/11/2020 16:15:59,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,22,3,1,Screen 1,buttonB,response_button_text,5483.2900000037625,,,"No, they are not correlated",2,1,0,0,,,,3,3,example,dataExample_Mixed_AB.png,"No, they are not correlated",,
22,1605543360884,16/11/2020 16:16:00,1605543360797,0,16/11/2020 16:16:00,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,21,4,1,Screen 1,buttonA,response_button_text,1383.4400000050664,,,"Yes, they are correlated",1,1,0,0,,,,3,3,example,dataExample_Mixed_ABX.png,"Yes, they are correlated",,
23,1605543361993,16/11/2020 16:16:01,1605543361896,0,16/11/2020 16:16:01,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,23,2,1,Screen 1,advancementZone,continue_button,892.6799999899231,,,,,0,1,0,,,,3,,start,,,,
24,1605543367544,16/11/2020 16:16:07,1605543367456,0,16/11/2020 16:16:07,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,24,5,1,Screen 1,buttonA,response_button_text,5548.320000001695,,,"Yes, they are correlated",1,1,0,0,,,,3,,trial,data1_Mixed_ABX.png,"Yes, they are correlated",,
25,1605543370544,16/11/2020 16:16:10,1605543370471,0,16/11/2020 16:16:10,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,25,6,1,Screen 1,buttonA,response_button_text,3005.7600000000093,,,"Yes, they are correlated",1,1,0,0,,,,3,,trial,data2_Mixed_BX.png,"Yes, they are correlated",,
26,1605543371700,16/11/2020 16:16:11,1605543371607,0,16/11/2020 16:16:11,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,26,7,1,Screen 1,buttonB,response_button_text,1117.0949999941513,,,"No, they are not correlated",1,1,0,0,,,,3,,trial,data3_Mixed_AX.png,"No, they are not correlated",,
27,1605543372591,16/11/2020 16:16:12,1605543372511,0,16/11/2020 16:16:12,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,27,8,1,Screen 1,buttonB,response_button_text,889.3749999988358,,,"No, they are not correlated",1,1,0,0,,,,3,,trial,data4_Mixed_AB.png,"No, they are not correlated",,
28,1605543372701,16/11/2020 16:16:12,1605543372525,0,16/11/2020 16:16:12,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,28,2,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,3,,end,,,,
29,1605543374623,16/11/2020 16:16:14,1605543374536,0,16/11/2020 16:16:14,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,28,2,1,Screen 1,slider,response_slider_endValue,2011.51499999105,,,58,,0,1,0,,,,3,,end,,,,
30,1605543374669,16/11/2020 16:16:14,1605543374536,0,16/11/2020 16:16:14,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,28,2,1,Screen 1,continueButton,continue_button,2011.51499999105,,,,,0,1,0,,,,3,,end,,,,
31,1605543426508,16/11/2020 16:17:06,1605543426424,0,16/11/2020 16:17:06,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,2,1,1,Screen 1,advancementZone,continue_button,51879.235000000335,,,,,0,1,0,,,,1,,instructions_PCP,,,,
32,1605543438671,16/11/2020 16:17:18,1605543438584,0,16/11/2020 16:17:18,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,2,1,2,Screen 2,advancementZone,continue_button,12153.190000011818,,,,,0,1,0,,,,1,,instructions_PCP,,,,
33,1605543439374,16/11/2020 16:17:19,1605543439296,0,16/11/2020 16:17:19,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,2,1,3,Screen 3,advancementZone,continue_button,706.1699999903794,,,,,0,1,0,,,,1,,instructions_PCP,,,,
34,1605543441366,16/11/2020 16:17:21,1605543441266,0,16/11/2020 16:17:21,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,3,5,1,Screen 1,buttonA,response_button_text,1952.5949999806471,,,"Yes, they are correlated",1,1,0,0,,,,1,1,example,dataExample_PCP_ABX.png,"Yes, they are correlated",,
35,1605543442678,16/11/2020 16:17:22,1605543442603,0,16/11/2020 16:17:22,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,4,6,1,Screen 1,buttonB,response_button_text,1119.3400000047404,,,"No, they are not correlated",1,1,0,0,,,,1,1,example,dataExample_PCP_AB.png,"No, they are not correlated",,
36,1605543443834,16/11/2020 16:17:23,1605543443752,0,16/11/2020 16:17:23,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,5,3,1,Screen 1,advancementZone,continue_button,962.6549999811687,,,,,0,1,0,,,,1,,start,,,,
37,1605543445147,16/11/2020 16:17:25,1605543445063,0,16/11/2020 16:17:25,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,6,9,1,Screen 1,buttonB,response_button_text,1303.4200000111014,,,"No, they are not correlated",1,1,0,0,,,,1,,trial,data1_PCP_AB.png,"No, they are not correlated",,
38,1605543446021,16/11/2020 16:17:26,1605543445936,0,16/11/2020 16:17:25,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,7,10,1,Screen 1,buttonA,response_button_text,865.9750000224449,,,"Yes, they are correlated",1,1,0,0,,,,1,,trial,data2_PCP_BX.png,"Yes, they are correlated",,
39,1605543446756,16/11/2020 16:17:26,1605543446680,0,16/11/2020 16:17:26,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,8,11,1,Screen 1,buttonB,response_button_text,736.3049999985378,,,"No, they are not correlated",1,1,0,0,,,,1,,trial,data3_PCP_AX.png,"No, they are not correlated",,
40,1605543447553,16/11/2020 16:17:27,1605543447472,0,16/11/2020 16:17:27,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,9,12,1,Screen 1,buttonA,response_button_text,784.6199999912642,,,"Yes, they are correlated",1,1,0,0,,,,1,,trial,data4_PCP_ABX.png,"Yes, they are correlated",,
41,1605543447616,16/11/2020 16:17:27,1605543447479,0,16/11/2020 16:17:27,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,10,3,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,1,,end,,,,
42,1605543450134,16/11/2020 16:17:30,1605543450056,0,16/11/2020 16:17:30,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,10,3,1,Screen 1,slider,response_slider_endValue,2577.0249999768566,,,14,,0,1,0,,,,1,,end,,,,
43,1605543450212,16/11/2020 16:17:30,1605543450056,0,16/11/2020 16:17:30,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,10,3,1,Screen 1,continueButton,continue_button,2577.0249999768566,,,,,0,1,0,,,,1,,end,,,,
44,1605543455509,16/11/2020 16:17:35,1605543455320,0,16/11/2020 16:17:35,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,29,1,1,Screen 1,button1,response_button_text,5251.685000024736,,,Parallel Coordinates Plot,1,0,1,0,,,,,,userPreference,,,,
45,1605543455556,16/11/2020 16:17:35,1605543455324,0,16/11/2020 16:17:35,28606,13,task-xe1r,,7823993,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 1: Identify correlation,25,spreadsheet,,,END TASK,,,,,260217,,,,,0,1,0,,,,,,,,,,
1,1605535697661,16/11/2020 14:08:17,1605535697525,0,16/11/2020 14:08:17,28606,13,task-xe1r,,7819978,BLIND,2324013,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1280x720,1280x578,,Task 1: Identify correlation,25,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
